canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,Log 1/Ki app,,7.72,Log 1/Ki app,,7.72
Nc1ncc(Cc2cccc(F)c2)c(N)n1,CHEMBL19772,=,=,Log 1/Ki app,,6.23,Log 1/Ki app,,6.23
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Log 1/Ki app,,8.35,Log 1/Ki app,,8.35
CCCCOCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL281760,=,=,Log 1/Ki app,,6.55,Log 1/Ki app,,6.55
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19383,=,=,Log 1/Ki app,,6.78,Log 1/Ki app,,6.78
Nc1ncc(Cc2ccc([N+](=O)[O-])cc2)c(N)n1,CHEMBL19414,=,=,Log 1/Ki app,,6.2,Log 1/Ki app,,6.2
Nc1ncc(Cc2cccc(CO)c2)c(N)n1,CHEMBL32067,=,=,Log 1/Ki app,,6.28,Log 1/Ki app,,6.28
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Log 1/Ki app,,8.87,Log 1/Ki app,,8.87
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,Log 1/Ki app,,6.18,Log 1/Ki app,,6.18
Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19672,=,=,Log 1/Ki app,,6.3,Log 1/Ki app,,6.3
COCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31351,=,=,Log 1/Ki app,,6.53,Log 1/Ki app,,6.53
Nc1ncc(Cc2cc(CO)cc(CO)c2)c(N)n1,CHEMBL31619,=,=,Log 1/Ki app,,6.31,Log 1/Ki app,,6.31
Nc1ncc(Cc2cccc(I)c2)c(N)n1,CHEMBL29712,=,=,Log 1/Ki app,,7.23,Log 1/Ki app,,7.23
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,Log 1/Ki app,,6.45,Log 1/Ki app,,6.45
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,Log 1/Ki app,,6.93,Log 1/Ki app,,6.93
CCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31946,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,CHEMBL325533,=,=,IC50,nM,100.0,I50,M,1E-7
COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1,CHEMBL32113,=,=,IC50,nM,140.0,IC50,nM,140.0
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,CHEMBL134561,=,=,IC50,nM,7.0,IC50,uM,0.007
COc1ccc(OC)c(CNc2cnc3nc(N)nc(N)c3c2)c1,CHEMBL32708,=,=,IC50,nM,130.0,IC50,nM,130.0
Nc1nc(N)c2cc(NCc3ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc3)cnc2n1,CHEMBL33045,=,=,IC50,nM,13.0,IC50,nM,13.0
COc1cc(Cc2c[n+](C)c(N)nc2N)cc(OC)c1OC.[I-],CHEMBL340759,=,=,IC50,nM,3200.0,I50,M,0.0000032
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,M,5E-9
COc1cc(CNc2cnc3nc(N)nc(N)c3c2)cc(OC)c1,CHEMBL32266,=,=,IC50,nM,1400.0,IC50,nM,1400.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,7.0,IC50,uM,0.007
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,IC50,nM,11.0,I50,M,1.1E-8
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1O,CHEMBL339058,=,=,IC50,nM,300.0,I50,M,3E-7
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,2.2,IC50,nM,2.2
CN(Cc1ccc(C(=O)NC(=O)[C@H](N)CCC(=O)O)cc1)c1cnc2nc(N)nc(N)c2c1,CHEMBL33815,=,=,IC50,nM,13.0,IC50,nM,13.0
COc1cc(CNc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,CHEMBL33208,=,=,IC50,nM,760.0,IC50,nM,760.0
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC(=O)O)c1OC,CHEMBL13673,=,=,Ki,nM,0.06607,pKi,,10.18
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCCC(=O)O)c1Br,CHEMBL31713,=,=,Ki,nM,0.02884,pKi,,10.54
COc1ccc(N2CCC(c3cnc(N)nc3N)CC2)cc1,CHEMBL31487,=,=,Ki,nM,128.82,pKi,,6.89
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,Ki,nM,19.05,pKi,,7.72
CC1(C)N=C(N)N=C(N)N1c1ccccc1,CHEMBL6742,=,=,Ki,nM,30902.95,pKi,,4.51
COc1cc(Cc2cnc(N)nc2N)cc(OCC(=O)O)c1OC,CHEMBL14201,=,=,Ki,nM,2.57,pKi,,8.59
COc1cc(OC)cc(N2C3CCC2CC(c2cnc(N)nc2N)C3)c1,CHEMBL30938,=,=,Ki,nM,0.4898,pKi,,9.31
CC1=CC(C)(C)Nc2c1cc(Cc1cnc(N)nc1N)c1cccnc21,CHEMBL60827,=,=,Ki,nM,0.3,Ki app,nM,0.3
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,Ki,nM,331.13,pKi,,6.48
CC1(C)N=C(N)N=C(N)N1c1cccc(I)c1,CHEMBL268414,=,=,Ki,nM,2630.27,pKi,,5.58
Nc1ncc(Cc2cccc(F)c2)c(N)n1,CHEMBL19772,=,=,Ki,nM,588.84,pKi,,6.23
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,Ki,nM,151.36,pKi,,6.82
CC1(C)N=C(N)N=C(N)N1c1cccc(C(N)=O)c1,CHEMBL20911,=,=,Ki,nM,331131.12,pKi,,3.48
CC1(C)N=C(N)N=C(N)N1c1cccc(C(F)(F)F)c1,CHEMBL6948,=,=,Ki,nM,2041.74,pKi,,5.69
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19383,=,=,Ki,nM,165.96,pKi,,6.78
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OCCOC,CHEMBL31402,=,=,Ki,nM,60.26,pKi,,7.22
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Ki,nM,4.467,pKi,,8.35
COc1cc(Cc2cnc(N)nc2N)cc(OCCCC(=O)O)c1OC,CHEMBL418347,=,=,Ki,nM,0.03467,pKi,,10.46
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ki,nM,1.3,Ki app,nM,1.3
Nc1ncc(Cc2ccc(C(F)(F)F)cc2)c(N)n1,CHEMBL418769,=,=,Ki,nM,20.42,pKi,,7.69
CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL30937,=,=,Ki,nM,2511.89,pKi,,5.6
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCC(=O)O)c1OC,CHEMBL14001,=,=,Ki,nM,0.02399,pKi,,10.62
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,Ki,nM,660.69,pKi,,6.18
Nc1ncc(Cc2cccc(Br)c2)c(N)n1,CHEMBL18898,=,=,Ki,nM,109.65,pKi,,6.96
CCCCOCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL281760,=,=,Ki,nM,281.84,pKi,,6.55
COCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31462,=,=,Ki,nM,257.04,pKi,,6.59
Nc1nc(N)c2c3c(ccc2n1)CCC3,CHEMBL31249,=,=,Ki,nM,4.365,pKi,,8.36
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,Ki,nM,117.49,pKi,,6.93
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Ki,nM,4.169,pKi,,8.38
CC1(C)N=C(N)N=C(N)N1c1cccc(F)c1,CHEMBL267499,=,=,Ki,nM,1412.54,pKi,,5.85
COc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(CF)C(F)=C2C,CHEMBL418293,=,=,Ki,nM,0.1,Ki app,nM,0.1
Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19672,=,=,Ki,nM,501.19,pKi,,6.3
Nc1ncc(Cc2ccc(F)cc2)c(N)n1,CHEMBL19780,=,=,Ki,nM,446.68,pKi,,6.35
Nc1ncc(Cc2cc(O)cc(O)c2)c(N)n1,CHEMBL283279,=,=,Ki,nM,912010.84,pKi,,3.04
COc1cc(Cc2cnc(N)nc2N)cc(OCCC(=O)O)c1OC,CHEMBL13820,=,=,Ki,nM,0.3715,pKi,,9.43
Nc1ncc(Cc2cccc(C(F)(F)F)c2)c(N)n1,CHEMBL19790,=,=,Ki,nM,95.5,pKi,,7.02
CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL285209,=,=,Ki,nM,407.38,pKi,,6.39
CCCCCCc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CHEMBL32063,=,=,Ki,nM,1778.28,pKi,,5.75
COc1cc(Cc2cnc(N)nc2N)cc(OCC(=O)O)c1Br,CHEMBL30999,=,=,Ki,nM,1.585,pKi,,8.8
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCC(=O)O)c1Br,CHEMBL31924,=,=,Ki,nM,0.03981,pKi,,10.4
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ki,nM,1.349,pKi,,8.87
CCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL32793,=,=,Ki,nM,128.82,pKi,,6.89
CC1(C)N=C(N)N=C(N)N1c1cccc(Cl)c1,CHEMBL7130,=,=,Ki,nM,1348.96,pKi,,5.87
COc1cc(OC)cc(N2CCC(c3cnc(N)nc3N)CC2)c1,CHEMBL283459,=,=,Ki,nM,1122.02,pKi,,5.95
CC(C)(C)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CHEMBL267692,=,=,Ki,nM,19054.61,pKi,,4.72
COc1cc(Cc2cnc(N)nc2N)cc(OCCCC(=O)O)c1Br,CHEMBL31887,=,=,Ki,nM,0.03236,pKi,,10.49
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31055,=,=,Ki,nM,269.15,pKi,,6.57
COc1ccc(N2C3CCC2CC(c2cnc(N)nc2N)C3)cc1,CHEMBL284821,=,=,Ki,nM,5.012,pKi,,8.3
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,Ki,nM,223.87,pKi,,6.65
Cc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL19406,=,=,Ki,nM,199.53,pKi,,6.7
CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31235,=,=,Ki,nM,562.34,pKi,,6.25
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCCC(=O)O)c1OC,CHEMBL274430,=,=,Ki,nM,0.05012,pKi,,10.3
COc1cc(Cc2cnc(N)nc2N)cc(OCCC(=O)O)c1Br,CHEMBL418763,=,=,Ki,nM,0.5888,pKi,,9.23
CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CHEMBL7435,=,=,Ki,nM,954.99,pKi,,6.02
Nc1ncc(Cc2cccc(I)c2)c(N)n1,CHEMBL29712,=,=,Ki,nM,58.88,pKi,,7.23
CCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL31912,=,=,Ki,nM,851.14,pKi,,6.07
Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CHEMBL7070,=,=,Ki,nM,3801.89,pKi,,5.42
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ki,nM,281.84,pKi,,6.55
CSc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(C)C=C2C,CHEMBL300545,=,=,Ki,nM,0.43,Ki app,nM,0.43
COc1cc(Cc2cnc(N)nc2N)cc(OCCCCCC(=O)O)c1Br,CHEMBL286400,=,=,Ki,nM,0.01202,pKi,,10.92
COCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31351,=,=,Ki,nM,295.12,pKi,,6.53
CCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31547,=,=,Ki,nM,151.36,pKi,,6.82
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,CHEMBL31891,=,=,Ki,nM,0.6026,pKi,,9.22
COCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL418584,=,=,Ki,nM,398.11,pKi,,6.4
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CHEMBL268914,=,=,Ki,nM,3090.3,pKi,,5.51
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,Ki,nM,354.81,pKi,,6.45
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,Ki,nM,151.36,pKi,,6.82
Nc1ncc(Cc2cccc(O)c2)c(N)n1,CHEMBL30734,=,=,Ki,nM,338.84,pKi,,6.47
Nc1ncc(Cc2ccc(O)c(O)c2)c(N)n1,CHEMBL279273,=,=,Ki,nM,346.74,pKi,,6.46
Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,CHEMBL274031,=,=,Ki,nM,102.33,pKi,,6.99
CCc1ccc2nc(N)nc(N)c2c1,CHEMBL285045,=,=,Ki,nM,67.61,pKi,,7.17
COc1cc(Cc2cnc(N)nc2N)cc2c1NC(C)(C)C=C2C,CHEMBL418492,=,=,Ki,nM,0.3,Ki app,nM,0.3
Nc1ncc(Cc2cccc(CO)c2)c(N)n1,CHEMBL32067,=,=,Ki,nM,524.81,pKi,,6.28
Nc1ncc(Cc2cc(CO)cc(CO)c2)c(N)n1,CHEMBL31619,=,=,Ki,nM,489.78,pKi,,6.31
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19113,=,=,Ki,nM,128.82,pKi,,6.89
CCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31946,=,=,Ki,nM,151.36,pKi,,6.82
CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccccc2)c1,CHEMBL7357,=,=,Ki,nM,4897.79,pKi,,5.31
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CHEMBL295069,=,=,k_off,s-1,3.5,Dissociation rate constant,s-1,3.5
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CHEMBL295069,=,=,k_off,s-1,60.0,Dissociation rate constant,s-1,60.0
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CHEMBL295069,=,=,k_off,s-1,56.0,Dissociation rate constant,s-1,56.0
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CHEMBL295069,=,=,k_off,s-1,28.0,Dissociation rate constant,s-1,28.0
Cc1nc(N)nc2c1c(CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)cn2Cc1ccccc1,CHEMBL124256,>,>,IC50,nM,19000.0,IC50,M,0.000019
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,k_off,s-1,1.4,Dissociation rate constant,s-1,1.4
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,k_off,s-1,3.6,Dissociation rate constant,s-1,3.6
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,k_off,s-1,14.0,Dissociation rate constant,s-1,14.0
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,k_off,s-1,12.2,Dissociation rate constant,s-1,12.2
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,2.4,Rate of hydride transfer,s-1,2.4
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,13.0,Rate of hydride transfer,s-1,13.0
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,12.0,Rate of hydride transfer,s-1,12.0
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,10.0,Rate of hydride transfer,s-1,10.0
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,18.0,Rate of hydride transfer,s-1,18.0
Nc1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2,CHEMBL2021342,=,=,Rate of hydride transfer,s-1,52.0,Rate of hydride transfer,s-1,52.0
Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c12,CHEMBL439973,=,=,IC50,nM,1800.0,IC50,M,0.0000018
Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,CHEMBL1230421,=,=,IC50,nM,20.0,IC50,M,2E-8
Nc1cc2c(N)cc(Cc3ccccc3)cc2[nH]1,CHEMBL30932,=,=,IC50,nM,100000.0,I50,uM,100.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,k_off,s-1,22.0,Dissociation rate constant,s-1,22.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,k_off,s-1,76.0,Dissociation rate constant,s-1,76.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,k_off,s-1,56.0,Dissociation rate constant,s-1,56.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,k_off,s-1,28.0,Dissociation rate constant,s-1,28.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,220.0,Kd,nM,220.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,2400.0,Kd,nM,2400.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,2000.0,Kd,nM,2000.0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2,CHEMBL46294,=,=,Kd,nM,243.0,Kd,nM,243.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,M,0.00023
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Kd,nM,13.0,Kd,nM,13.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Kd,nM,1.5,Kd,nM,1.5
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Kd,nM,16.0,Kd,nM,16.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Kd,nM,1.4,Kd,nM,1.4
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ki,nM,10.0,Ki,nM,10.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ki,nM,5.2,Ki,nM,5.2
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ki,nM,20.0,Ki,nM,20.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ki,nM,1.2,Ki,nM,1.2
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ratio,nM,1.3,Ratio,nM,1.3
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ratio,nM,0.29,Ratio,nM,0.29
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ratio,nM,0.8,Ratio,nM,0.8
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,Ratio,nM,1.2,Ratio,nM,1.2
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,6.0,IC50,M,6E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,uM,0.005
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,k_off,s-1,200.0,Dissociation rate constant,s-1,200.0
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,k_off,s-1,230.0,Dissociation rate constant,s-1,230.0
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,k_off,s-1,253.0,Dissociation rate constant,s-1,253.0
NC(=O)c1ccc[n+]([C@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@H](O)[C@@H]2O)c1,CHEMBL2364573,=,=,k_off,s-1,274.0,Dissociation rate constant,s-1,274.0
Nc1nc2c(N)cc(Cc3ccccc3)cc2[nH]1,CHEMBL32517,=,=,I42,uM,300.0,I42,uM,300.0
Nc1nc2c(N)c3c(cc2[nH]1)CCC3,CHEMBL31242,=,=,I13,uM,360.0,I13,uM,360.0
Nc1nc2c(N)cc(C(=O)c3ccccc3)cc2[nH]1,CHEMBL30931,=,=,I14,uM,100.0,I14,uM,100.0
Nc1nc2c(N)c3c(cc2[nH]1)C1(CC3)SCCS1,CHEMBL31575,=,=,I40,uM,140.0,I40,uM,140.0
Nc1nc(N)c2c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,CHEMBL223279,=,=,IC50,nM,7000.0,IC50,uM,7.0
Nc1nc2[nH]c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,CHEMBL192632,=,=,IC50,nM,22000.0,IC50,uM,22.0
Nc1nc(N)c2c(CCCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,CHEMBL193275,=,=,IC50,nM,21000.0,IC50,uM,21.0
Nc1nc2[nH]c(CCCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,CHEMBL365307,=,=,IC50,nM,100000.0,IC50,uM,100.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,7.0,IC50,uM,0.007
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cc(Cl)cc(Cl)c1,CHEMBL196235,=,=,Inhibition,%,15.0,Inhibition,%,15.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cccc(Cl)c1,CHEMBL370992,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cccc(Br)c1,CHEMBL364975,=,=,Inhibition,%,22.0,Inhibition,%,22.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cccc(F)c1,CHEMBL381413,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(F)cc1,CHEMBL370639,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Br)cc1,CHEMBL195782,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(C(F)(F)F)cc1,CHEMBL364453,=,=,Inhibition,%,23.0,Inhibition,%,23.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(C#N)cc1,CHEMBL195867,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(OC(F)(F)F)cc1,CHEMBL195578,=,=,Inhibition,%,18.0,Inhibition,%,18.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Cl)c([N+](=O)[O-])c1,CHEMBL371698,=,=,Inhibition,%,6.0,Inhibition,%,6.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Br)c([N+](=O)[O-])c1,CHEMBL195355,=,=,Inhibition,%,18.0,Inhibition,%,18.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Br)c(Cl)c1,CHEMBL372371,=,=,Inhibition,%,41.0,Inhibition,%,41.0
